CropID,SciName,Info
10834,Vigna unguiculata ssp. sesquipedalis,"BRIEF DESCRIPTION  A dwarf or climbing, herbaceous legume. Climbing forms may reach a length of up to 2-4 m. Flowers are yellow or violet and pods 30-100 cm long and more or less inflated and flabby when young. USES  Immature pods and seeds are used as a green boiled vegetable. Seeds can be canned, frozen, and dehydrated and are used as a pulse, ground as a meal, or roasted and used as a coffee substitute. The beans are rich in vitamin A, protein, carbohydrates, lysine, and tryptophan. Leaves are used as a pod herb. Green plants are used as fodder or as green manure. GROWING PERIOD  Annual. Green pods from early-maturing cultivars may be harvested 50-70 days from sowing, and long-duration cultivars may take 100-120 days to produce pods. Seeds are likely to mature in 60-150 days. COMMON NAMES  Asparagus bean, Pea bean, Yard bean, Banor, Bodi bean, Boucouson, Cheong dau-kok, Ch`eung kong tau, Dolico gigante, Dolique asperge, Dolique de Cuba, Dolique de Chine, Dolique geant, Dau dua, Dau giai ao, Fagiolo asparagio, Habichuela China, Hamtak, Haricot kilometre, Increase pea, Judia asparaga, Jurokusasage, Kachang belut, Kachang panjang, Kachang perut ayam, Kacang belut, Long bean, Polon-me, Rounceval pea, Sitao, Six weeks bean, Snake bean, Sandaek troeung, Too-afuk yaou, Tua kok, Tua fak yaow, Tua phnom, Yardlong bean, String bean, Vegetable cowpea, Frijol de ojo negro. FURTHER INF  Scientific synonyms: V. sesquipedalis, V. sinensis ssp. sesquipedalis, Dolichos sesquipedalis. Asparagus bean is thought to have originated in southern or southeasten Asia, possibly from southern China. It can in the tropics be grown at altitudes up to 700-1000 m, and it is suited for regions with high humidity, though heavy rainfall may damage emerging or young plants and reduce flowering. Average yields are variable 1.5-8 t/ha of fresh pods or 400-750 kg/ha of dried seeds. Yields may, however, be up to 15-30 t/ha and under greenhouse cultivation the crop as produced up to 8 kg/m˝."
17651,Vigna unguiculata ssp. biflora,"BRIEF DESCRIPTION  A spreading, suberect or erect herbaceous legume reaching 15-80 cm in height with 7.5-12 cm long pods. USES  It is grown for seed and as a vegetable. Dried seeds are used whole or split, while tender green pods are consumed as a vegetable. The plant also makes a good forage, hay, silage and green manure. GROWING PERIOD  Annual legume, pods mature in about 80 days. COMMON NAMES  Sowpea, Catjang, Hindu, Jerusalem pea, Marble pea, Catjan, Cowpea, Dolique, Kacang merah, Kacang peudjit, Kacang tunggak, Sadaek sa, Sandaek khmau, Sandaek kraham, Thwax sienx, Thua khaao, Thua rai, Po-thoh-saa, Dau ca, Dau trang, Dau do. FURTHER INF  Scientific synonym: V. cylindrica, V. catjang, V. unguiculata ssp. cylindrica, Dolichos biflorus, D. catjang, Phaseolus cylindricus. Sowpea is native of India and Sri Lanka. On rich soil, vegetative growth is excessive and seed yield low, soils of medium fertility best suited for seed crop. Yields of dry seeds may in India be 1-2.5 t/ha."
2153,Vigna unguiculata,"DESCRIPTION: It is a herbaceous, prostrate, climbing, or sub-erect to erect legume, growing 15-80 cm high. Erect and bushy to prostrate and creeping growth habits exist depending on cultivar and growing conditions. Cowpeas develop strong root systems that have many spreading laterals in the surface soil. The stems have circular sections and are pock marked. They are sometimes slightly grooved and are glabrous. The texture is fibrous and hard, firm and not inflated when young. Leaves are alternate and trifoliolate and the leaflets are oval, pointed (6-15 cm x 4-11 cm). They are generally entire and sometimes lobed. Genotypes vary in the degree of pubescence, but all cultivated cowpeas are less glabrous than other legumes such as common bean and soybean. Stipules are spurred at the base, stipels are hardly visible. Inflorescence racemose, flowers white, cream, yellow, mauve or purple. Pods usually occur in pairs forming a V, and are non-dehiscent. Pod orientation is mostly pendant and vertical. Pod length ranges from 6.5-25 cm and the width ranges from 3-12 mm. Under warm conditions, pod development is rapid and may take only two weeks from pollination to pod maturation. Each pod holds from 8 to 20 seeds in a crowded orientation. Seed length is between 6-11 mm and the width is from 4-9 mm. The testa colour also varies from white, pinky-white, pink, tan, brown, and black. The hylum is often ringed black or brown, strongly contrasting with the shade of the testa and hence the name ""blackeyed beans"" of the Antilles. The testa is thick and of ellipsoid and more or less rounded form. Number of seeds per kg is from 4600 up to 16000. USES: Cowpea is one of the most important grain legumes in Africa and in parts of the Americas and Asia. In addition to its dry grain, fresh-shelled 'peas', fresh pods, and fresh and dried leaves and flowers are consumed in some regions. The plant is used as cut and carry forage, and for hay and silage. Cowpea forms highly effective associations with a wide range of native nitrogen fixing strains of Rhizobium bacteria and with mycorrhizae that allows the species to tolerate poor soils. Used as a green manure, it can be incorporated into the soil 8-10 weeks after sowing, and can provide the equivalent of 80 kg/ha N to a subsequent crop. KILLING T.: It is susceptible to frost. GROWING PERIOD: Annual. Some cowpea accessions may start flowering 30 days after sowing and are ready for harvest of dry seeds 25 days later; others may take more than 90 days to flower, and 210-240 days to mature. COMMON NAMES: Cowpea, crowder pea, clack-eyed pea, couthern pea, atimbawini, boeme, boontjie, catjang, caupí, frijol de vaca, imbumba, isihlumaya. FURTHER INF.: It is native of West Africa and cultivated throughout the tropics and subtropics between 40ºN and 30ºS at elevations between sea level and 2000 m. Occurs in areas with annual rainfall between 400-2000 mm and summer temperatures between 25-35°C. Found on a wide range of very acid (pH 4) to strongly alkaline also low-fertility soils from sands to heavy, well-drained clays, with a preference for lighter soils. It does not tolerate extended flooding or salinity. Most cowpea accessions exhibit classic short-day responses with respect to time of flowering, although a range of sensitivities occur and the effect is modulated by temperature. It is mainly autogamous and in most environments outcrossing is low (less than 5%), but in the presence of bumble bees or other large insects, out-crossing can be much higher. Flowers open early in the morning, close by noon and may fall off during the same day. The photoperiodism of many African landraces confers adaptation to a specific latitude and rainfall pattern such that flowering and pod development coincide with the end of the rainy season in a particular place ensuring that pods mature in dry weather thus avoiding pod rots and other diseases. The photosynthetic pathway is C3 and the leaves have full maximal rates of photosynthesis at full expansion. Vegetative DM production 3-10 t/ha in 8-12 weeks; grain production 250-4000 kg/ha."
2152,Vigna umbellata,"BRIEF DESCRIPTION  A legume with slender twining vines and small leaves, somtimes forming a thick mat and reaching 30-75 cm in height. It has triofoliate leaves, bright yellow flowers and 6-13 cm long, slender pods with 10-16 seeds. The root system is extensive and deep. It has bright yellow flowers and narrow 6-12 cm long pods. USES  Grown as a pulse crop and as a green vegetable. Mature seeds are eaten boiled, fried, or sprouted and the leaves and young pods are cooked as vegetable. The beans are a good source of protein, calcium, iron and vitamin B. Plant remains are used as animal feed. The plant can also be used for soil improvement, green manure, living hedge and as a soil cover crop. GROWING PERIOD  Fast-growing short-lived perennial, grown as an annual. The young seeds, pods and leaves it may be harvested 40-130 days from sowing. For forage it may be harvested after 70-80 days, but yields are higher at 120-130 days. COMMON NAMES  Rice bean, Japanese rice bean, Ohwi, Ohashi, Red bean, Anipay, Bamboo bean, Climbing mountain bean, Crab-eye bean, Dungay, Frijol arroz, Gai-kalai, Ghurush, Haricot de riz, Haricot riz, Reisbohne, Meth, Pan maia, Sem, Sita-mas, Sutri, Kachang sepalit, Katjang otji, Pe-yin, Anipay, Dungay, Kalipan, Kilkilang, Linay, Mangulasi, Pagapay, Paksai, Pagsei, Tapilan, Lung tau, Mai tau, Mu-tsa, Pau maia, Pe-gin, Pe-yin, Pois jaune, Pois pigeon, Pois zombi, Shiltong, Take-azuki, Taklauo, Tapilan, Tsuru-adsuki, Kacang uci, Anipai, Kapilan, Sandaek angkat miehs, Sandaek riech mieh, Thwax la:ng te:k, Thwax sade:t pa:x, Thwax phi, Thua daeng, Thua pae Ma pae, Dau gao. FURTHER INF  Scientific synonym: V. calcarata, Phaseolus pubescens, P. calcaratus, Azukia umbellata. The rice bean is found growing wild in India, central China and Malaysia. It is suited to humid tropical lowlands at elevations up to 2000 m. A daylength of less than 12 hours is required for flower initiation and seed production, when grown under long day conditions the crop produces masses of vegetation but little or no seed. The plant is adapted to high humidity. Average yield of green forage is about 2.2-3.5 t/ha but yields of up to 33 t/ha have been reported, while yields of dried beans may average 200-800 kg/ha and yields up to 2.2 t/ha have been reported."
10831,Vigna trilobata,"DESCRIPTION: Prostrate herbaceous legume with reddish trailing stems reaching up to 50 cm in length. Leaves trifoliolate, leaflets 0.8-4.5 cm long, 0.6-4 cm wide. Inflorescence a few-flowered raceme, corolla yellow, 5-7 mm long. Pods cylindrical, 1.5-5 cm long. USE: Used as a short-term very palatable pasture and green manure crop. Allowed to grow for 45-50 days during the fallow season before it is incorporated into the soil. Sometimes, the green manure is grazed, and allowed to regrow before being incorporated. Pods are eaten as a vegetable, and seeds are cooked. GROWING PERIOD: Annual (occasionally perennial). COMMON NAMES: African gram. FURTHER INF: Native of tropical south-eastern Asia from 24ºN in India to 9ºS in Indonesia at elevations between sea level and 700 m. Occurs in grassland, on road verges, irrigated land, drain edges and banks of irrigation channels. Found in areas with an annual rainfall of (520-) 700-900 (-1440) mm, with a 5-7 month dry season and with average annual temperatures between 25-27°C. It is found on well to poorly drained, alkaline, dark, cracking clay soils, but also on sandy and loamy soils of similar reaction (pH 6.5-9). Moderately tolerant of salinity, producing 50% maximum growth in soil with electrical conductivity of 9.7 dS/m. DM yields of 3 t/ha/year are achievable, but may be considerably less."
10830,Vigna subterranea,"BRIEF DESCRIPTION  A heavily branched, creeping, herbaceous legume with trifoliate flowers and whitish-yellow flowers. After fertilization the penducle bends towards the soil and the pods develop underground. USES  Grown for its edible seeds. The seeds are eaten fresh, boiled, or canned and have a taste similar to the garden pea. The seeds can also be extracted for oil. Dried seed can be roasted and ground into flour. Young pods can be eaten raw. It is a good source of protein, iron, and vitamin B. Mentioned as a useful agroforestry species. GROWING PERIOD  Annual. Flowering may start 30-55 days after sowing. Brunch types take 90-120 days to mature, spreading types about 120-180 days. COMMON NAMES  Bambara groundnut, Bambarra groundnut, Voandzou, Ground pea, Earth pea, Ground bean, Kaffir pea, Madagascar groundnut, Aboboi, Akyii, Congo goober, Djokomaie, Epi roro, Ful abungawi, Earth nut, Haricot pistache, Pois arachide, Pois bambarra, Pois souterrain, Vanzon, Voandzou, Kachang menila, Kachang tanah, Manila bean, Nela-kadalai, Kachang bogor, Ful abung-awi, Gertere, Guerte, Guijiya, Gujuya, Okboli ede, Njogo bean, Juga bean, Ntoyo, Njama, Nzama, Njuga mawe, Pistache malagache, Voanjobory, Mandubi d'Angola, Gobbe. FURTHER INF  Scientific synonym: Glycine subterra, Vigna subterranea. The bambara groundnut is indigenous to tropical West Africa or northern Nigeria and Cameroon. It can be found at altitudes between sea level and 1600 m and often occur in lowlands ore valleys. It can be grown in dry, poor soils where most other pulses would fail. It tolerates only very low humidity levels and is drought tolerant once established. Needs dry weather to mature seeds. Average yields of shelled seeds in Africa are 650-850 kg/ha but yields up to 3.6 t/ha have been reported."
2150,Vigna radiata,"BRIEF DESCRIPTION  An erect or semierect, early maturing bush or slightly vine-like herb reaching 15-130 cm in height with trifoliate leaves, greenish to yellow flowers and podescent pods up to 15 cm long. USES  The beans are high in carbohydrates, calcium, phosphorus, and vitamins. Young sprouts are eaten fresh. Beans are boiled or steamed, or the immature pods are eaten fried. The bean can be frozen, canned or grounded into flour. The plant can also be used for forage, green manure or as a cover crop. GROWING PERIOD  Annual. The plant usually flower within 30-70 days and young pods may be harvested 50-70 days after sowing, mature seeds from 70-120 days. COMMON NAMES  Mung bean, Green gram, Golden gram, Amberique, Balatong, Batong-hidjao, Black gram, Boubour, Bundo, Cherupayaru, Chickasano, Chickasaw pea, Chiroko, Dau xanh, Dotd, Fagiolo mungo, Goue mungboontjie, Haricot dore, Haricot mungo, Judia de mungo, Mungobohne, Tientsin green bean, Mag, Mash, Moong, Passi payaru, Pesalu, Muneta, Arta ijo, Kachang hijan, Kachang padi, Pasalu, Too-a kee-o, Tua kiew, Tua tong, Thua khieo, Thua thong, Dau xanh, dau che, Pe-di-wa, Pe-di-sien, Pe-nauk, Katjang djong, Katjang Eedjo, Mongo, Mungo, Lou teou, Luk tau, Nga-choi, Chickasano, Chiroko, Lubia chiroko, Kanyensi, Kifudu, Jerusalem pea, Thwax khiew, Thwax ngo:k, Thwax sade:k, Sandaek ba:y. FURTHER INF  Scientific synonyms: V. aureus, Phaseolus aureus. P. radiatus. Azukia radiata, Rudua aurea. The mung bean originated in South East Asia or India. It can be grown satisfactory at elevations up to 2000 m in the tropics, where mung bean usually is grown as a rain-fed crop frequently following rice. Humidity should be low to medium and excessive rainfall and humidity especially at flowering can lead to reduced yields. Photosynthesis pathway C 3 II. Yields of 100-700 kg/ha of dried beans are common, but yields up to 3 t/ha can be obtained."
11401,Vigna parkeri sp. maranguensis,"DESCRIPTION: Herbaceous legume, with climbing and prostrate stems, forming dense mats. Leaves trifoliolate, with leaflets round, 1-7 cm long and 1-4 cm wide. Inflorescences are axillary racemes, with 2-5 (-10) white, yellow or blue flowers. Pods (9-) 13-20 (-30) mm long and 4.5-5.5 mm wide. USE: Used in intensively grazed pastures, and forms a good ground cover in lightly shaded areas. GROWING PERIOD: Perennial. COMMON NAMES: Creeping vigna. FURTHER INF: Native of the upland tropics (1000-2700 m) of Congo, Ethiopia, Kenya, Rwanda, Tanzania and Uganda. Also suitable of subtropical lowland areas. Occurs in grasslands, grasslands with scattered trees, thickets, forests and sometimes as a weed of cultivation. Often forms a natural mixture with grasses such as kikuyu, producing excellent grazing. It can be found in areas with from 1000 mm to more than 2500 mm annual rainfall and with average annual temperatures between 17-27°C. It occurs on soils with textures ranging from sands to medium clays with pH from 4-7. These soils are often infertile and have at least moderate levels of soluble aluminium. It requires good soil moisture for performance, but can survive up to a few months of dry conditions. It tolerates waterlogged soils, but is intolerant of flooding. DM production about 1-4 t/ha/year."
372330,Vigna parkeri sp. acutifolia,"DESCRIPTION: Herbaceous legume, with climbing and prostrate stems, forming dense mats. Leaves trifoliolate, with leaflets round, 4-9 cm long and 3-5.5 cm wide. Inflorescences are axillary racemes, with 2-5 (-10) yellow flowers. Pods (9-) 13-20 (-30) mm long and 4.5-5.5 mm wide. USE: It is a useful legume in intensively grazed pastures, and forms a good ground cover in lightly shaded areas. GROWING PERIOD: Perennial. COMMON NAMES: Creeping vigna. FURTHER INF: Native of low to middle altitude humid tropics (from sea level to 1000 m) of Kenya, Tanzania and Mozambique. Occurs in grasslands, grasslands with scattered trees, thickets, forests and sometimes as a weed of cultivation. Often forms a natural mixture with grasses such as kikuyu (Pennisetum clandestinum) on moist ground in East Africa, producing excellent grazing. Usually found in areas with more than 2000 mm rarely down to 1000 mm of annual rainfall and average annual temperatures between 23-27°C. It occurs on soils with textures ranging from sands to medium clays with pH from 4-6. These soils are often infertile and have at least moderate levels of soluble aluminium. It requires good soil moisture for performance, but can survive up to a few months of dry conditions. DM production about 1-4 t/ha/year."
10827,Vigna parkeri,"DESCRIPTION: Herbaceous legume, with climbing and prostrate stems, forming dense mats. Leaves trifoliolate, with leaflets round, 1-9 cm long and 1-5.5 cm wide. Inflorescences are axillary racemes, with 2-5 (-10) yellow, white or blue flowers. Pods (9-) 13-20 (-30) mm long and 4.5-5.5 mm wide. USE: It is a useful legume in intensively grazed pastures, and forms a good ground cover in lightly shaded areas. KILLING T: The top is killed by frost but the plant can regenerate from the root-stock. GROWING PERIOD: Perennial, growing in the summer. COMMON NAMES: Creeping vigna. FURTHER INF: It is native of tropical Central and East Africa form from equator to 40°S-N and from sea level to 2700 m. Also suitable of subtropical lowland areas. Occurs in grasslands, grasslands with scattered trees, thickets, forests and sometimes as a weed of cultivation. Often forms a natural mixture with grasses such as kikuyu, producing excellent grazing. It can be found in areas with from 1000 mm to 3000 mm annual rainfall and with average annual temperatures between 17-21°C. It occurs on soils with textures ranging from sands to medium clays with pH from 4-7. These soils are often infertile and have at least moderate levels of soluble aluminium. It requires good soil moisture for performance, but can survive up to a few months of dry conditions. It tolerates waterlogged soils, but is intolerant of flooding. DM production about 1-4 t/ha/year."
11399,Vigna oblongifolia,"DESCRIPTION: A variable herbaceous legume with trailing or weakly twining (rarely semi-erect) habit, to 0.8 m high, and with stems 1-5 m long. Leaves trifoliolate, 1.5-12 cm long, 0.2-2.5 (-3.5) cm wide. Inflorescence a raceme comprising 2-10 yellow or greenish-yellow flowers. Pods 2-6.5 cm long. USE: Very palatable pioneer in permanent pasture and for short-term pasture leys. GROWING PERIOD: Annual or short-lived perennial. COMMON NAMES: FURTHER INF: Extends form 29ºS in South Africa to north of the equator in Ethiopia at elevations between 300-1900 m. Found in damp grassland, thicket, woodland, cultivation areas, often on rocky soil, frequently near edges of lakes, stream banks, high water table or in swamps. Occurs in areas with annual rainfall ranging from 350-1200 mm and average annual temperatures between 17-23ºC, experiencing frosts in the higher latitudes. Found on clays, clay loams, loams and sands usually with impeded drainage and with pH of 5.2-8.5. In cultivation, it has failed to persist in well-drained, low rainfall environments. Produces from 2-6 t/ha/year DM."
2149,Vigna mungo,"BRIEF DESCRIPTION  An erect, bushy, pubescent, herbaceous legume reaching 30-100 cm in height with trifoliate leaves, small, light yellow flowers and short flat pods reaching 4-6 cm in length. USES  The beans are boiled and eaten whole or in paste form. The can also be parched and ground into flour. Green pods can be eaten as vegetables. The plant is used as green manure, cover crop, and as short-term forage. The hulls and straw are used as cattle feed. Seed flour are used as soap substitute. It has medicinal properties. GROWING PERIOD  Annual herb, growing 60-80 days before it can be harvested for green pods, and 75-130 days for mature beans. In India, it is grown both as a summer and winter crop. COMMON NAMES  Urd, Urd bean, Wooly pyrol, Black gram, Mash, Adad, Amberique, Balatong, Biri, Chiroko, Choroko, Dau-muoi, Grao de pulha, Haricot mungo, Harcot velu, Illundu, Kachang hijau, Kachang hitam, Kalai, Kambulu, Kifudu, Mahasha, March, Mung bean, Frijol mungo, Mate mah, Matikalai, Udad, Ulundu, Minumulu, Mat-pe, Munggo, Siu tau. FURTHER INF  Scientific synonym: Phaseolus mungo. Urd bean originated in South East Asia. In India it is grown from sea level to 2000 m in elevation. It prefer low to medium humidity, is drought hardy and is not suited to the wet tropics. It is best grown during dry weather with residual soil moisture. Rain at flowering time has a very adcerse effect upon seed yields. Average yields in India of dry seeds vary between 340-1500 kg/ha."
10825,Vigna luteola,"DESCRIPTION: Sparsely hairy, short-lived perennial with a climbing and twining habit, rooting readily from the stems in contact with moist soil. Leaves trifoliate, leaflets ovate-lanceolate, 2.5 to 10 cm long and 1.5 to 5.0 cm broad, sparsely pubescent on both surfaces. Racemes axillary, many-flowered. Flowers yellow, 1.8 to 2.2 cm long. Pods pendant, thin shelled, with waxy margins when dry, up to 5 cm long and 0.5 to 0.6 cm wide. Zero to six, from brown to black in colour, 3 to 4 mm long and 2 to 3 mm wide. KILLING T: Seedlings are not frost tolerant, but regrowth may take place by established plants when warm weather ensues. GROWING PERIOD: Short-lived perennial legume growing in the summer. COMMON NAMES: Dalrymple vigna, Gilibande, Goko, Masheke, Mugulula, Indolo, A Kwakwa, Kavuhivahi, Toshimbo shimbo. FURTHER INF: Dalrymple vigna is well adapted to wet tropical maritim climates. The latitudinal range of growth is between 30°N and S. It occurs in wet tropical coastal areas of Africa, Central America, West Indies, southern United States and northern Australia Dry matter yields may be between 0.5-2 t/ha."
10823,Vigna hosei,"DESCRIPTION: A twining or creeping legume, often forming a thick ground cover. Leaflets ovate-elliptic, on both surfaces thin, long hairs; terminal leaflet 3 to 7.5 cm x 2 to 5 cm; pod 1 to 2 cm long, black, one- to three-seeded. Besides producing normal flowers and pods, it also produces some which remain concealed under a dense carpet of half-decayed leaves, originating from the plant itself and which are borne on a 2. 5- to 6-cm pale stalk; in a ripe state they are very yellow, finely and rather densely pubescent, one- to two-seeded, 1 to 1.5 cm long. GROWING PERIOD: "
2147,Vigna angularis,"BRIEF DESCRIPTION  A bushy and erect or vining or prostrate, herbaceous legume reaching 25-90 cm in height, with trifoliate leaves, bright yellow flowers and 6-12.5 cm long, cylindrical pods with 6-14 seeds. USES  The dried pulse is used as human food, either cooked whole or made into a meal used in soups, cakes or confections. Sprouted beans are used as a vegetable. Beans may be popped as corn, used as a coffee substitute or eaten candied. Flour is used for shampoos and facial cream. Beans and leaves have medicinal properties. The crop is grown for forage, green manure and erosion control. GROWING PERIOD  Summer annual. Seed ripen evenly in 60-190 days. For hay, it should be cut when pods are about half mature. COMMON NAMES  Adzuki bean, Frijol adzuki, Adzukibohne, Fagiolo adzuki, Feijao adzuki, Frijol diablito, Haricot adzuki, H. a feuilles angularies, H. konde, Nirikia, Poroto arroz, Red bean. FURTHER INF  Scientific synonyms: Azukia angularis, Dolichos angularis, Phaseolus angularis. In the Philippines Adzuki bean is grown at elevations above 420 m. It is probably native of Japan. It is suitable for the subtropics or high altitude tropics. Average seed yields range from 1-2.5 t/ha. In Taiwan, it is 1450 kg/ha, in Japan 1900 kg/ha, in Kenya 500-600 kg/ha and in New Zealand 1340-2240 kg/ha."
2524,Vigna aconitifolia,"BRIEF DESCRIPTION  A low, trailing, herbeceous legume forming a mat-like growth on the surface of the soil. The erect stems may reach 10-40 cm in length, with prostrate branches 30-150 cm long. The leaves are trifoliate, the flowers yellow and the pods short and cylindrical. USES  The seeds are edible, they can be fried, boild, ground to dahl, or made into sprouted bean paste. It is a good source of protein and carbohydrates. Young pods are used as vegetables. Seeds and roots have medicinal properties. It can be used for forage and hay and it provide good weed control as a cover crop and nitrogen for soil improvement as a green manure. GROWING PERIOD  Annual. Mature seeds about 60-90 days after planting. COMMON NAMES  Moth bean, Mat bean, Aconite leaved bean, Dew bean, Dew gram, Haricot papillion, Kallupayaru, Kheri, Kidney bean, Kumkumapesalu, Math, Matki, Matpe, Meth-kalai, Naripayaru, Pani payeru, Phillipesara, Tulkayrai, Turkish gram, Mittikelu. FURTHER INF  Scientific synonym: Phaseolus acontifolius. Moth bean is native of Sri Lanka, India and Myanmar. In India, moth bean can be found from sea level to 1500 m in elevation. Yields of seed are 200-1500 kg/ha in India and 1240-1800 kg/ha in United states. Yield of green matter for forage is 40-60 t/ha and of hay 7.5-12 t/ha."
238009,Vicia villosa ssp. villosa,"BRIEF DESCRIPTION  A strongly hairy, herbaceous legume reaching 30-45 cm in height or 100-200 cm if supported by a cereal crop. It has with strong tap roots, 3-12 pairs of leaflets, violet flowers hanging in long groups and glabrous or pubescent pods with 1-5 seeds. USES  Used for pasture and hay and grown as a cover crop and for soil improvement. KILLING T  Stands cold winter temperatures. GROWING PERIOD  Annual, biennial, or perennial, grown both as a winter and summer crop. Provides groundcover in 70-90 days, flowers after 115-190 days, and matures in 135-255 days. COMMON NAMES  Woolypod vetch, Winter vetch, Hairy vetch, Sand vetch, Russian vetch, Siberian vetch, Vesce velue, Vesce des sables, Vesce de russie, Vesce de Siberie, Jilbana. FURTHER INF  Scientific synonym: V. dasycarpa, Ervum villosum. Woolypod vetch is native of Europe and western Asia. It can become a serious weed in cereals. Seeds poisonuos to cattle. In tropical Africa, it is found between 1800-2200 m in elevation. In Iraq, it occurs on grassy mountain slopes at elevations between 1000-2200 m."
10816,Vicia villosa ssp. dasycarpa,"BRIEF DESCRIPTION  A herbaceous legume reaching 30-50 cm in height. It is less hairy than V. villosa with erect and not hanging violet or white flowers. USES  Used for pasture and hay. GROWING PERIOD  Annual. COMMON NAMES  Cardyne vetch, Woolly pod vetch, Winter vetch, Vesce de cerdage, Vesce variee. FURTHER INF  Scientific synonym: V. dasycarpa, V. varia, V. vollosa v. glabrescens. Cardyne vetch can be found on abandoned and cultivated fields. (pH and TEMP estimated by the compiler)."
238008,Vicia villosa sp. varia,"DESCRIPTION: Hairy legume with scrambling and climbing habit reaching up to 2 m. It has a shallow taproot. Leaves compound pinnate with 4-12 pairs of opposite leaflets. Inflorescences with 10-20 flowers mainly purple to blue in colour but sometimes white. Elongated flattened. USE: Can be used for hay or silage. Sometimes grown with a companion cereal, e.g. with oats and to a lesser extent with barley or wheat in the Mediterranean area. GROWING PERIOD: Annual or biennial. COMMON NAMES: Hairy vetch. FURTHER INF: Native to southern Europe. Prefers well-drained, moderately fertile soils, pH 6.0-7.5. Responds to P fertilization. More tolerant of poorly-drained soils than common vetch. Adapted to a range of soils from fine- to coarse-textured but not acidic or saline soils. Intolerant of shade. Fairly cold hardy."
238003,Vicia sativa ssp. sativa,"BRIEF DESCRIPTION  A weak decumbent or scrambling herbaceous legume with a much branched slender root system, reaching 10-50 cm in height with purplish-blue flowers and more or less hairy pods with 4-8 seeds. USES  Used for pasture and hay and as a cover crop. KILLING T  Not very frost tolerant. GROWING PERIOD  Annual. Autumn sown in Brazil it provides groundcover in 60-80 days, flowers after 100-130 days, and mature in 120-170 days. Grown as a summer crop in temperate areas and as a winter crop in warmer climates. Mature seed in Lebanon in 80-90 days. Spring sown in the United States it flowers in July-September and fruits in August-October. COMMON NAMES  Common vetch, Common tare, Wild vetch, Vesce commune, Vesce cultivee, Djelbana, Djilbana, Djoulban, Garfala, Rharfala, Hacheb en niml, N'fel, Nefel, Eddeis besillet-iblees, Fool roomi, Dehorag, Bakhr, Bakhran, Bakiyah harastaniye, Habb adh-dharait, Habb adh-dharat. FURTHER INF  Scientific synonym: V. communis. Common vetch is native of the Mediterranean region and western Asia. In the tropics, it is only suited for high altitudes. Seeds are poisonuos to cattle. In western Asia, it occurs on mountain sides and upland steppe, rocky hillsides, desert wadis, depressions and fields at elevations up to 1600 m."
238002,Vicia sativa ssp. nigra,"BRIEF DESCRIPTION  A herbaceous legume up tp 60-90 cm tall. USES  It is grown for pasture, food, green manure, and as a cover crop in orchards. KILLING T  Tolerates cold temperatures. GROWING PERIOD  Annual herb. Autumn sown in Brazil it provides groundcover in 60-80 days, flowers after 100-130 days, and mature in 120-170 days. It can be plowed under as green manure in about 90 days. Is said to mature seed in 80-90 days in Lebanon. In the United States it flowers in Marts-October and fruits in May-November. COMMON NAMES  Blackpod vetch, Narrow leaf vetch. FURTHER INF  Scientific synonyms: V. abyssinica, V. sativa v abyssinica, V. sativa v angustifolia. Blackpod vetch is native of the region from Central Africa to Sinai. It can be found between 1600-3360 m i elevation in tropical Africa."
10810,Vicia pannonica,"BRIEF DESCRIPTION  A hairy, herbaceous legume with climbing stems reaching 40-60 cm in height with 5-8 pairs of leaflets, white flowers and hairy pods. USES  Used for pasture and hay. GROWING PERIOD  Annual. (GMIN and GMAX estimated by the compiler). COMMON NAMES  Hungarian vetch, Vesce de Hongrie, Vesce de Pannonee. FURTHER INF  Scientific synonym: V. striata. Hungarian vetch is native to Hungaria an adjacent territories. In Turkey, it occurs on cultivated and fallow fields and roadsides at elevations between sea level and 1300 m."
10809,Vicia narbonensis,"BRIEF DESCRIPTION  A vigorously growing legume with angular straight stems reaching 30-60 cm in height with violet flowers and linear oblong pods. USES  Used for pasture and hay. GROWING PERIOD  Annual. COMMON NAMES  Narbonne vetch, French vetch, Broad-leaved vetch, Vesce de narbonne, Feve des chevaux, Bakker, Foul ibliss, Biqia harastaniye, Habb Adh-Dharat, Habb Adh-Dharant. FURTHER INF  Scientific synonym: V. galilaea, Faba narbonensis. Narbonne vetch occurs in grassy places, forest areas and fields. It can become a weed in cultivated fields. (TEMP estimated by the compiler)."
10808,Vicia monantha,"BRIEF DESCRIPTION  A herbaceous legume with a trailing stem reaching a height of up to 80 cm. It has a deep, branched root system. USES  It is mainly grown as a forage and cover crop. It has edible seeds that are added to soups. It is grown for hay, silage, and grazing in mixture with spring and winter cereal crops. GROWING PERIOD  Annual herb. (GMIN and GMAX estimated by the compiler). COMMON NAMES  Bard vetch, Syrian vetch, Monantha vetch, Vesce eperonnee, Vesce a eperon, Foulia, Dokhreg, Djelbant el aacheb, Chariq, Khariq, Sella, Jilbana, Udays,. FURTHER INF  Scientific synonym: V. monanthos, V. calcarata. Bard vetch is native of southern Europe and western Asia. It is resistant to low temperatures during the vegetative development and to prolonged drought, but sensitive during the flowering period. Suitable for sites with late, dry autumns. In Iraq it occurs on eroded hills, rolling plains, valleys and wadis up to 600 m in elevation. Seed yields may be 0.1-1.8 t/ha."
